age,gender,booking_status,quota,coach_type,booking_time,travel_distance,waiting_list_number,seat_preference,berth_type
32,M,CNF,GN,3AC,22,630,0,LB,LB
43,M,WL,GN,2AC,13,191,17,UB,SL
35,M,RAC,LD,3AC,2,549,1,LB,SL
59,M,CNF,LD,3AC,11,687,0,SL,LB
66,F,CNF,GN,2AC,2,1998,0,UB,LB
66,M,RAC,GN,2AC,2,1835,4,LB,SL
24,M,CNF,TQ,SL,3,1011,0,LB,LB
41,M,RAC,GN,2AC,0,660,10,NA,SU
33,M,CNF,TQ,2AC,7,1280,0,LB,LB
56,M,CNF,TQ,3AC,15,247,0,NA,LB
33,M,RAC,LD,SL,13,910,14,NA,SL
24,F,CNF,GN,3AC,12,823,0,LB,LB
20,M,WL,TQ,3AC,10,1637,14,SL,SL
61,M,CNF,TQ,3AC,11,829,0,LB,LB
61,F,CNF,TQ,3AC,13,1851,0,SL,LB
51,F,RAC,GN,2AC,20,1023,16,NA,SU
53,F,CNF,GN,SL,9,1580,0,NA,LB
40,F,CNF,GN,SL,22,1460,0,NA,MB
65,F,CNF,TQ,2AC,19,1399,0,LB,LB
63,M,RAC,GN,3AC,11,1931,2,NA,SL
53,M,CNF,GN,3AC,18,773,0,UB,LB
61,F,RAC,GN,2AC,5,1315,4,NA,SL
39,M,CNF,TQ,2AC,19,222,0,NA,SL
47,F,CNF,LD,3AC,7,1194,0,SL,SL
49,F,WL,TQ,2AC,5,183,11,SL,SL
54,F,RAC,GN,SL,4,622,15,SL,SU
20,F,CNF,GN,2AC,22,1816,0,UB,UB
54,M,CNF,GN,2AC,2,192,0,LB,LB
23,M,CNF,TQ,2AC,20,939,0,LB,LB
38,M,RAC,TQ,2AC,5,1963,10,SL,SL
41,F,RAC,LD,2AC,22,1649,14,LB,SL
27,F,WL,TQ,SL,11,218,14,SL,SU
51,F,CNF,LD,3AC,16,1780,0,SL,LB
20,M,CNF,GN,3AC,18,1892,0,LB,LB
29,F,CNF,TQ,3AC,9,1520,0,NA,SL
51,F,CNF,GN,SL,21,1244,0,UB,LB
21,F,CNF,LD,SL,18,741,0,NA,SL
29,M,RAC,TQ,2AC,1,873,8,NA,SU
68,M,CNF,LD,2AC,11,940,0,NA,LB
19,F,CNF,TQ,2AC,10,735,0,UB,UB
53,M,CNF,TQ,3AC,19,1235,0,NA,LB
25,F,RAC,LD,2AC,9,559,14,SL,SU
65,F,CNF,GN,SL,20,953,0,LB,LB
38,M,CNF,TQ,3AC,6,1143,0,LB,LB
41,F,CNF,TQ,SL,8,1252,0,NA,SL
43,F,RAC,TQ,3AC,21,1824,12,LB,SL
39,M,CNF,GN,2AC,22,1569,0,SL,MB
23,M,CNF,TQ,SL,17,1417,0,SL,MB
41,M,CNF,LD,3AC,23,811,0,LB,LB
38,F,CNF,LD,3AC,20,156,0,NA,SL
56,M,CNF,LD,3AC,17,831,0,LB,LB
69,F,RAC,TQ,2AC,15,1421,10,NA,SU
63,M,RAC,TQ,SL,9,643,10,UB,SU
43,F,CNF,LD,2AC,22,837,0,SL,MB
69,F,CNF,TQ,3AC,22,576,0,UB,LB
48,F,CNF,LD,SL,7,388,0,UB,UB
38,F,CNF,TQ,SL,14,1028,0,SL,SL
54,M,CNF,LD,2AC,2,534,0,LB,LB
67,M,CNF,LD,3AC,17,721,0,SL,LB
41,M,RAC,LD,2AC,11,408,10,NA,SU
40,M,RAC,TQ,SL,10,293,4,SL,SU
50,F,RAC,LD,2AC,7,1724,4,SL,SL
59,F,RAC,TQ,3AC,4,961,19,NA,SL
40,M,CNF,LD,2AC,15,932,0,UB,UB
29,F,WL,GN,2AC,20,1116,8,NA,SU
35,F,WL,LD,2AC,4,1533,13,LB,SL
36,F,CNF,TQ,SL,7,990,0,UB,UB
29,M,WL,LD,2AC,11,767,18,SL,SU
30,F,WL,TQ,SL,11,1381,5,UB,SU
24,F,WL,TQ,2AC,23,1327,16,UB,SU
40,M,CNF,TQ,SL,8,643,0,LB,LB
32,M,WL,GN,SL,4,1582,10,UB,SU
69,F,RAC,TQ,2AC,20,465,18,NA,SU
32,M,CNF,GN,SL,6,1163,0,SL,MB
45,M,RAC,TQ,3AC,14,1875,4,UB,SL
38,F,CNF,GN,SL,3,110,0,LB,LB
61,F,RAC,LD,3AC,4,1786,16,LB,SU
62,F,CNF,LD,2AC,6,560,0,LB,LB
40,F,WL,LD,SL,3,715,16,UB,SL
48,M,CNF,LD,2AC,11,1725,0,SL,SL
54,M,CNF,GN,2AC,0,1855,0,LB,LB
26,F,CNF,TQ,2AC,21,855,0,NA,MB
45,F,RAC,GN,SL,4,581,14,LB,SL
51,M,RAC,TQ,3AC,9,1488,16,NA,SU
31,M,CNF,TQ,2AC,5,935,0,SL,MB
50,F,CNF,LD,3AC,8,1323,0,NA,MB
54,F,WL,GN,3AC,9,1806,15,NA,SU
55,F,CNF,GN,2AC,18,281,0,LB,LB
68,M,CNF,LD,2AC,21,103,0,UB,LB
48,F,RAC,LD,3AC,7,903,12,SL,SU
51,M,RAC,LD,SL,2,1644,18,NA,SU
60,M,WL,TQ,3AC,22,325,9,SL,SL
31,M,CNF,TQ,SL,8,1378,0,UB,UB
62,F,CNF,LD,3AC,9,1459,0,NA,LB
29,M,CNF,TQ,SL,1,845,0,NA,SL
18,F,CNF,TQ,2AC,16,467,0,NA,MB
44,M,WL,LD,3AC,13,1293,7,LB,SU
43,F,CNF,LD,2AC,5,1018,0,SL,SL
39,M,CNF,GN,2AC,8,935,0,UB,UB
24,F,CNF,LD,SL,16,571,0,LB,LB
57,F,RAC,GN,2AC,14,1026,15,SL,SU
57,M,CNF,GN,SL,10,1733,0,UB,LB
41,M,CNF,LD,2AC,15,796,0,NA,SL
64,F,RAC,TQ,2AC,3,1587,12,UB,SU
47,M,WL,LD,2AC,21,1492,18,SL,SU
67,M,CNF,GN,3AC,16,687,0,SL,LB
38,M,CNF,TQ,3AC,11,1538,0,UB,UB
40,M,CNF,GN,2AC,19,306,0,UB,UB
40,M,WL,TQ,SL,4,1016,15,SL,SL
34,M,CNF,TQ,2AC,12,502,0,NA,SL
47,M,RAC,GN,3AC,13,161,4,UB,SL
53,M,RAC,LD,2AC,18,464,12,NA,SU
24,F,CNF,GN,SL,20,679,0,UB,UB
51,M,RAC,TQ,3AC,22,877,10,NA,SU
58,M,CNF,TQ,SL,4,493,0,UB,LB
27,F,RAC,LD,2AC,18,1528,8,UB,SU
18,M,RAC,TQ,SL,6,1201,17,LB,SU
26,F,CNF,GN,2AC,19,1568,0,NA,MB
57,F,CNF,LD,2AC,18,1607,0,NA,LB
67,M,CNF,GN,3AC,13,1115,0,UB,LB
50,F,CNF,LD,3AC,10,1927,0,UB,UB
61,F,CNF,LD,3AC,5,1948,0,SL,LB
18,M,RAC,GN,2AC,20,191,16,LB,SL
63,F,CNF,GN,3AC,19,585,0,SL,LB
42,M,WL,GN,3AC,23,1912,18,NA,SU
64,F,CNF,LD,3AC,18,1507,0,UB,LB
50,M,WL,LD,SL,2,1549,3,SL,SL
58,F,CNF,TQ,3AC,12,1097,0,UB,LB
62,M,CNF,TQ,2AC,19,783,0,NA,LB
62,M,WL,TQ,SL,23,1491,6,SL,SL
68,M,CNF,TQ,3AC,16,1722,0,SL,LB
26,F,CNF,TQ,3AC,1,374,0,SL,SL
36,F,RAC,GN,3AC,21,802,10,NA,SL
59,F,WL,GN,SL,8,1140,15,UB,SL
19,M,CNF,GN,SL,3,1142,0,NA,SL
34,M,CNF,LD,3AC,17,1496,0,NA,MB
24,F,CNF,GN,3AC,3,523,0,SL,SL
62,F,CNF,TQ,SL,4,1793,0,UB,LB
29,M,RAC,TQ,SL,8,295,19,UB,SU
41,M,RAC,GN,2AC,17,1180,19,SL,SL
29,M,CNF,LD,2AC,23,1838,0,UB,UB
52,F,CNF,GN,SL,0,1458,0,NA,LB
49,M,CNF,TQ,SL,14,1019,0,SL,MB
52,F,CNF,TQ,2AC,18,1488,0,LB,LB
29,F,RAC,GN,SL,20,532,13,LB,SU
18,F,CNF,TQ,2AC,6,991,0,SL,MB
39,F,CNF,GN,2AC,13,1150,0,NA,SL
45,M,WL,GN,SL,6,1088,18,SL,SU
61,M,CNF,LD,SL,1,1962,0,NA,LB
53,M,CNF,TQ,3AC,5,610,0,UB,LB
26,M,WL,TQ,SL,13,1323,19,LB,SL
52,M,CNF,TQ,3AC,13,1855,0,SL,LB
47,M,WL,GN,3AC,19,1059,12,NA,SU
19,F,CNF,LD,2AC,21,1282,0,UB,UB
40,F,CNF,LD,SL,5,1434,0,SL,MB
21,F,RAC,TQ,3AC,0,1258,12,NA,SU
59,F,CNF,GN,3AC,17,909,0,SL,LB
55,M,RAC,TQ,2AC,6,757,2,NA,SL
27,M,CNF,LD,3AC,11,221,0,NA,MB
34,M,CNF,TQ,2AC,8,1602,0,LB,LB
68,F,RAC,TQ,3AC,22,218,2,LB,SU
23,F,CNF,GN,SL,12,413,0,SL,MB
68,F,CNF,TQ,2AC,11,1906,0,LB,LB
31,M,RAC,GN,2AC,4,1539,3,LB,SU
20,F,CNF,GN,3AC,9,1686,0,SL,SL
20,F,CNF,LD,SL,15,756,0,LB,LB
24,M,CNF,LD,2AC,1,1127,0,NA,MB
27,M,CNF,TQ,SL,16,1175,0,LB,LB
23,F,RAC,LD,3AC,9,1854,13,SL,SU
36,F,CNF,LD,3AC,5,1639,0,SL,MB
41,M,WL,GN,SL,2,423,5,SL,SL
57,F,RAC,LD,SL,2,1602,12,LB,SU
42,M,RAC,GN,SL,3,913,14,NA,SU
30,F,CNF,LD,2AC,16,1543,0,NA,SL
57,F,CNF,LD,2AC,16,869,0,NA,LB
30,F,CNF,GN,SL,19,1471,0,UB,UB
60,M,WL,GN,SL,21,1490,11,LB,SL
20,M,CNF,GN,3AC,11,827,0,UB,UB
22,M,RAC,TQ,2AC,6,1136,9,UB,SL
62,F,RAC,TQ,SL,23,1069,1,NA,SU
57,M,CNF,GN,SL,12,1670,0,UB,LB
20,F,CNF,TQ,3AC,10,938,0,LB,LB
27,F,RAC,LD,SL,1,1702,8,UB,SU
48,F,CNF,GN,3AC,6,1189,0,LB,LB
23,M,CNF,LD,2AC,19,540,0,NA,SL
51,F,CNF,LD,2AC,11,810,0,SL,LB
56,M,WL,TQ,3AC,10,425,14,NA,SU
23,M,CNF,LD,SL,21,1975,0,LB,LB
42,F,CNF,LD,3AC,16,1984,0,LB,LB
25,F,CNF,LD,3AC,19,1412,0,NA,MB
39,F,RAC,LD,2AC,4,1098,18,SL,SU
55,F,CNF,GN,SL,4,1601,0,SL,LB
68,M,CNF,TQ,3AC,9,1714,0,NA,LB
59,M,CNF,LD,SL,11,181,0,SL,LB
40,F,CNF,GN,3AC,21,1481,0,NA,SL
52,F,CNF,TQ,SL,1,449,0,UB,LB
30,F,CNF,LD,2AC,4,1498,0,LB,LB
45,F,WL,GN,SL,12,759,13,UB,SL
44,F,CNF,GN,3AC,6,1549,0,NA,SL
64,M,CNF,GN,2AC,5,552,0,LB,LB
40,M,RAC,TQ,3AC,20,323,16,SL,SL
48,M,CNF,LD,SL,21,736,0,LB,LB
68,F,CNF,TQ,SL,2,1115,0,UB,LB
46,M,WL,LD,SL,0,1993,11,NA,SU
44,F,CNF,TQ,SL,6,834,0,SL,MB
55,M,WL,LD,SL,3,1234,18,NA,SU
18,M,CNF,GN,2AC,2,770,0,LB,LB
45,M,WL,LD,SL,10,1609,3,UB,SL
68,M,CNF,TQ,SL,11,1632,0,SL,LB
27,F,CNF,LD,3AC,1,1311,0,LB,LB
55,M,WL,LD,3AC,9,1237,12,SL,SL
53,M,CNF,GN,3AC,16,1618,0,NA,LB
23,M,WL,GN,3AC,2,1069,5,SL,SU
63,M,RAC,GN,3AC,20,1104,6,SL,SU
61,F,CNF,LD,2AC,4,1889,0,UB,LB
32,M,RAC,LD,3AC,0,1779,5,UB,SL
20,F,WL,TQ,3AC,12,987,16,NA,SU
60,M,CNF,TQ,SL,21,254,0,LB,LB
55,M,CNF,GN,3AC,5,1297,0,SL,LB
42,F,WL,GN,3AC,7,1732,7,LB,SU
55,M,CNF,LD,2AC,18,1113,0,UB,LB
38,M,RAC,LD,2AC,19,363,14,SL,SU
48,F,RAC,LD,2AC,15,1900,15,SL,SU
47,F,RAC,GN,3AC,21,1715,4,UB,SU
37,F,CNF,LD,SL,4,1465,0,NA,SL
24,F,CNF,GN,3AC,7,1216,0,LB,LB
33,M,CNF,LD,3AC,15,777,0,NA,MB
48,F,RAC,GN,SL,0,1628,9,SL,SU
44,M,CNF,GN,SL,18,1940,0,SL,MB
60,F,RAC,LD,3AC,7,826,5,LB,SL
59,F,CNF,TQ,2AC,3,972,0,SL,LB
44,M,RAC,GN,2AC,1,636,9,LB,SU
44,F,WL,LD,2AC,9,1549,3,LB,SU
23,F,CNF,GN,2AC,5,664,0,UB,UB
19,F,CNF,TQ,3AC,17,1722,0,UB,UB
19,F,CNF,LD,2AC,4,503,0,UB,UB
56,M,WL,TQ,2AC,19,676,1,UB,SU
34,F,CNF,GN,SL,20,727,0,NA,SL
62,M,CNF,GN,SL,14,1894,0,NA,LB
63,M,RAC,TQ,SL,23,1081,12,NA,SL
62,F,WL,LD,2AC,0,635,10,NA,SU
52,F,WL,LD,3AC,3,115,17,NA,SU
68,F,CNF,LD,3AC,15,1394,0,UB,LB
51,M,CNF,LD,SL,14,1853,0,NA,LB
68,F,WL,GN,2AC,4,1606,13,LB,SL
27,F,CNF,TQ,SL,1,1226,0,UB,UB
58,F,CNF,GN,2AC,22,1066,0,NA,LB
56,M,WL,GN,3AC,6,148,1,SL,SL
54,M,WL,GN,3AC,1,1100,7,SL,SU
49,F,WL,TQ,3AC,17,1752,4,LB,SL
49,M,RAC,LD,3AC,0,1311,3,LB,SU
65,F,RAC,GN,SL,3,538,16,NA,SL
36,M,RAC,LD,3AC,18,1657,11,LB,SL
62,F,CNF,TQ,2AC,20,1479,0,SL,LB
53,F,CNF,TQ,3AC,19,280,0,NA,LB
35,M,CNF,GN,2AC,8,1013,0,NA,SL
39,F,CNF,GN,2AC,3,483,0,SL,MB
61,F,RAC,TQ,SL,6,1408,17,NA,SU
33,M,CNF,LD,3AC,18,1196,0,SL,MB
48,M,WL,LD,SL,4,613,16,SL,SL
63,M,CNF,GN,2AC,0,1222,0,LB,LB
56,M,CNF,TQ,2AC,18,1637,0,LB,LB
68,M,CNF,LD,2AC,4,1717,0,UB,LB
33,M,CNF,TQ,SL,6,369,0,UB,UB
29,F,CNF,GN,2AC,16,605,0,SL,SL
59,M,CNF,TQ,SL,10,1972,0,SL,LB
22,F,WL,GN,3AC,8,1556,1,LB,SU
53,F,CNF,TQ,SL,8,1697,0,LB,LB
46,M,RAC,LD,SL,13,1020,15,SL,SL
23,M,RAC,TQ,SL,14,1984,4,UB,SU
35,F,CNF,LD,SL,16,1295,0,LB,LB
56,F,CNF,GN,SL,13,725,0,LB,LB
59,F,CNF,TQ,SL,12,973,0,SL,LB
35,M,WL,TQ,3AC,19,669,16,SL,SU
42,M,RAC,GN,SL,12,807,14,UB,SL
50,F,WL,LD,2AC,4,619,12,NA,SL
51,F,RAC,GN,3AC,21,1704,13,NA,SU
26,M,CNF,TQ,SL,0,1761,0,NA,MB
20,M,CNF,TQ,2AC,11,1152,0,LB,LB
20,M,CNF,LD,2AC,8,485,0,UB,UB
20,F,RAC,LD,3AC,18,1264,7,NA,SL
61,M,CNF,GN,3AC,22,1516,0,UB,LB
19,M,CNF,LD,3AC,8,271,0,NA,MB
48,M,CNF,TQ,2AC,1,451,0,SL,MB
35,M,CNF,GN,3AC,4,157,0,SL,SL
59,F,RAC,TQ,2AC,23,782,2,UB,SU
54,M,CNF,GN,2AC,5,985,0,LB,LB
20,F,WL,GN,3AC,23,1688,6,LB,SL
60,F,CNF,TQ,SL,16,909,0,SL,LB
29,F,CNF,LD,3AC,1,622,0,NA,SL
56,M,WL,LD,3AC,17,696,4,SL,SL
57,F,CNF,LD,3AC,11,377,0,LB,LB
47,M,CNF,LD,SL,7,1733,0,NA,MB
64,M,WL,LD,SL,19,1611,19,NA,SU
22,F,CNF,LD,SL,7,310,0,LB,LB
40,M,WL,LD,3AC,18,781,7,LB,SU
58,F,CNF,LD,3AC,4,1732,0,NA,LB
64,M,WL,LD,SL,6,1661,12,LB,SU
25,F,CNF,GN,3AC,20,1064,0,LB,LB
66,M,CNF,LD,SL,21,1074,0,SL,LB
30,F,CNF,GN,SL,10,890,0,SL,MB
50,M,CNF,TQ,3AC,17,216,0,LB,LB
47,F,WL,TQ,2AC,12,650,1,UB,SL
43,M,CNF,LD,3AC,16,521,0,LB,LB
19,F,WL,LD,2AC,13,149,6,NA,SL
59,M,RAC,LD,2AC,8,1195,10,UB,SL
34,M,CNF,LD,SL,5,249,0,UB,UB
23,F,CNF,LD,SL,11,1222,0,SL,MB
31,M,CNF,LD,2AC,22,1043,0,SL,SL
24,M,CNF,TQ,2AC,12,824,0,LB,LB
58,F,CNF,TQ,3AC,22,350,0,SL,LB
26,M,CNF,LD,2AC,1,1020,0,NA,SL
30,F,WL,LD,SL,1,902,6,UB,SL
20,F,CNF,TQ,2AC,23,1566,0,NA,SL
23,M,CNF,TQ,SL,16,1526,0,SL,MB
20,M,CNF,LD,SL,8,1495,0,NA,MB
29,M,RAC,GN,SL,10,220,4,SL,SU
22,M,WL,LD,2AC,17,1647,13,LB,SL
58,F,CNF,TQ,SL,12,1843,0,SL,LB
65,F,CNF,GN,SL,21,455,0,NA,LB
28,M,RAC,TQ,SL,13,128,3,SL,SL
65,M,CNF,LD,2AC,9,398,0,NA,LB
33,M,WL,LD,3AC,18,869,2,LB,SL
55,M,WL,GN,3AC,7,1917,3,SL,SL
31,M,RAC,GN,3AC,15,932,3,LB,SU
43,F,WL,GN,SL,5,1722,1,LB,SL
38,F,RAC,TQ,3AC,5,1114,12,LB,SU
53,M,CNF,LD,2AC,16,738,0,LB,LB
57,F,CNF,TQ,3AC,2,175,0,NA,LB
56,M,RAC,TQ,2AC,23,401,5,LB,SU
26,F,WL,LD,SL,4,710,17,LB,SL
19,M,CNF,LD,2AC,0,522,0,LB,LB
47,M,CNF,LD,SL,18,319,0,SL,SL
48,F,CNF,TQ,2AC,1,716,0,NA,MB
44,M,WL,GN,SL,6,200,5,LB,SL
69,F,CNF,LD,3AC,19,1378,0,SL,LB
55,F,RAC,LD,2AC,1,1756,6,UB,SL
58,F,CNF,TQ,2AC,0,1636,0,SL,LB
68,F,WL,TQ,SL,18,1683,19,UB,SL
52,M,CNF,LD,2AC,4,1913,0,LB,LB
56,F,CNF,TQ,SL,14,1049,0,UB,LB
20,M,RAC,GN,3AC,19,1538,5,UB,SU
41,F,RAC,LD,2AC,0,299,18,SL,SU
37,F,CNF,TQ,3AC,17,983,0,UB,UB
29,M,CNF,TQ,SL,9,650,0,NA,MB
42,M,CNF,LD,SL,23,979,0,UB,UB
64,F,CNF,LD,SL,7,1621,0,UB,LB
40,F,CNF,LD,3AC,12,799,0,NA,MB
49,F,RAC,GN,SL,3,930,5,SL,SL
39,M,CNF,TQ,SL,9,1403,0,LB,LB
35,M,CNF,TQ,3AC,6,615,0,UB,UB
43,F,CNF,GN,SL,22,627,0,UB,UB
52,M,CNF,TQ,SL,17,1664,0,UB,LB
40,F,WL,LD,SL,14,532,1,SL,SL
42,M,CNF,GN,SL,22,156,0,UB,UB
60,F,WL,GN,SL,13,704,19,UB,SU
56,M,CNF,TQ,SL,17,1786,0,SL,LB
63,F,CNF,GN,3AC,7,1653,0,SL,LB
26,M,CNF,LD,2AC,21,116,0,NA,MB
36,M,CNF,GN,SL,2,1755,0,UB,UB
54,M,CNF,LD,3AC,3,941,0,SL,LB
27,F,RAC,LD,3AC,10,958,16,UB,SL
43,M,CNF,LD,3AC,16,691,0,UB,UB
24,F,CNF,GN,SL,15,1547,0,SL,MB
29,F,CNF,GN,2AC,20,1813,0,LB,LB
60,F,CNF,LD,2AC,16,1411,0,LB,LB
58,M,CNF,LD,3AC,19,1788,0,SL,LB
19,F,CNF,LD,3AC,20,928,0,UB,UB
55,F,CNF,LD,3AC,5,202,0,NA,LB
50,F,RAC,TQ,3AC,4,1321,13,NA,SL
51,M,CNF,GN,SL,12,1149,0,NA,LB
31,M,RAC,TQ,SL,6,913,10,SL,SU
49,F,CNF,LD,SL,7,1543,0,SL,SL
65,M,CNF,GN,SL,21,1982,0,SL,LB
42,F,CNF,LD,3AC,19,437,0,UB,UB
63,M,CNF,TQ,2AC,8,607,0,SL,LB
52,F,WL,TQ,3AC,19,1305,10,NA,SU
39,F,CNF,TQ,3AC,20,959,0,SL,SL
52,M,CNF,GN,3AC,10,1922,0,UB,LB
66,F,RAC,LD,SL,3,1089,19,SL,SL
29,F,CNF,LD,2AC,10,1736,0,LB,LB
54,F,RAC,GN,SL,17,1742,12,LB,SL
19,F,RAC,GN,2AC,19,487,18,UB,SU
55,M,RAC,LD,3AC,18,942,2,SL,SU
25,F,WL,GN,2AC,4,1397,18,UB,SU
31,M,CNF,TQ,3AC,2,1004,0,SL,SL
52,F,CNF,LD,2AC,11,1583,0,LB,LB
20,F,CNF,LD,2AC,13,1051,0,UB,UB
45,F,RAC,GN,SL,20,1294,15,UB,SU
36,M,RAC,LD,2AC,20,1823,12,NA,SU
49,F,CNF,GN,3AC,12,1192,0,UB,UB
21,F,CNF,LD,3AC,7,620,0,UB,UB
68,F,CNF,TQ,2AC,20,1781,0,LB,LB
50,F,CNF,GN,2AC,16,611,0,UB,UB
34,F,RAC,LD,SL,1,1641,14,NA,SU
20,F,WL,GN,3AC,11,1360,2,NA,SU
19,F,RAC,TQ,2AC,16,1603,7,LB,SL
47,M,WL,GN,3AC,11,1281,17,NA,SU
49,M,RAC,TQ,SL,18,1467,6,NA,SL
44,F,CNF,GN,3AC,4,379,0,NA,SL
55,M,RAC,GN,SL,14,1074,11,UB,SL
39,F,CNF,GN,SL,0,373,0,UB,UB
61,M,CNF,TQ,3AC,10,767,0,UB,LB
57,M,RAC,TQ,2AC,22,1797,11,LB,SU
39,M,CNF,TQ,2AC,19,704,0,LB,LB
59,M,CNF,TQ,3AC,17,1329,0,NA,LB
35,M,RAC,GN,SL,7,717,13,NA,SU
25,M,CNF,TQ,SL,3,360,0,UB,UB
50,M,RAC,TQ,3AC,7,1226,15,NA,SL
43,F,CNF,LD,SL,1,1130,0,NA,SL
57,M,CNF,GN,SL,6,575,0,NA,LB
31,M,CNF,TQ,2AC,5,1767,0,UB,UB
59,F,RAC,LD,3AC,15,508,7,NA,SU
55,M,WL,LD,SL,2,975,15,SL,SU
59,F,WL,LD,2AC,18,1363,11,SL,SU
57,M,WL,TQ,SL,6,1018,7,UB,SU
63,F,CNF,TQ,2AC,18,157,0,UB,LB
26,M,RAC,TQ,2AC,17,1164,16,LB,SL
62,M,RAC,TQ,2AC,19,1713,12,SL,SL
42,M,CNF,TQ,3AC,22,434,0,LB,LB
33,F,CNF,GN,SL,9,1314,0,SL,SL
21,F,CNF,GN,3AC,20,1758,0,UB,UB
64,M,WL,TQ,SL,15,1517,19,LB,SU
47,F,CNF,TQ,2AC,4,204,0,NA,MB
35,F,RAC,GN,SL,1,815,6,SL,SL
60,M,CNF,TQ,2AC,11,1344,0,NA,LB
47,F,RAC,TQ,SL,14,1893,1,LB,SL
27,F,CNF,GN,3AC,22,811,0,SL,MB
54,M,RAC,GN,2AC,0,722,6,LB,SL
61,F,CNF,GN,2AC,12,1603,0,NA,LB
44,M,CNF,GN,2AC,19,388,0,LB,LB
57,F,CNF,GN,3AC,16,993,0,SL,LB
25,M,WL,GN,2AC,1,236,3,LB,SL
67,F,WL,LD,SL,20,1433,18,LB,SU
42,F,CNF,TQ,SL,22,1041,0,LB,LB
41,M,CNF,TQ,SL,21,1774,0,UB,UB
65,F,CNF,GN,SL,10,774,0,LB,LB
66,M,CNF,TQ,SL,7,921,0,LB,LB
54,F,CNF,GN,2AC,7,1669,0,LB,LB
49,M,RAC,GN,2AC,16,1284,15,UB,SL
63,M,RAC,TQ,2AC,15,832,9,LB,SU
50,F,WL,LD,2AC,12,504,5,UB,SL
27,F,RAC,TQ,SL,18,1244,13,UB,SL
18,M,CNF,TQ,3AC,14,401,0,UB,UB
25,M,CNF,TQ,2AC,16,332,0,SL,MB
20,F,RAC,GN,3AC,9,1020,17,UB,SL
66,F,WL,LD,2AC,21,263,7,SL,SL
43,M,CNF,GN,3AC,23,1483,0,SL,SL
18,M,CNF,LD,2AC,3,1376,0,UB,UB
47,F,RAC,GN,2AC,2,944,6,SL,SU
60,M,RAC,TQ,SL,19,1203,7,SL,SU
39,M,CNF,TQ,SL,23,1860,0,NA,SL
46,M,WL,LD,2AC,6,495,7,LB,SL
56,M,WL,LD,SL,15,189,8,SL,SL
26,F,CNF,GN,2AC,12,1456,0,LB,LB
53,M,RAC,GN,3AC,11,756,2,NA,SU
30,M,RAC,GN,3AC,17,383,15,UB,SL
48,M,CNF,LD,2AC,0,1399,0,NA,SL
59,M,RAC,TQ,3AC,8,1146,8,LB,SU
49,F,WL,GN,SL,12,1114,13,SL,SU
48,M,WL,GN,2AC,10,921,5,LB,SL
30,M,CNF,LD,3AC,18,198,0,SL,MB
64,F,CNF,LD,SL,5,1603,0,LB,LB
20,F,WL,GN,SL,6,1672,18,LB,SL
39,M,CNF,GN,SL,16,1175,0,UB,UB
44,M,RAC,GN,2AC,16,909,12,LB,SU
65,F,CNF,TQ,SL,15,1259,0,UB,LB
40,M,WL,TQ,SL,16,1699,18,UB,SU
37,F,WL,LD,3AC,15,1654,8,UB,SU
55,F,CNF,GN,3AC,8,711,0,NA,LB
43,F,CNF,GN,3AC,11,602,0,NA,SL
34,F,CNF,GN,3AC,6,787,0,LB,LB
29,F,RAC,TQ,SL,6,501,15,SL,SL
49,M,CNF,TQ,3AC,11,1550,0,NA,SL
69,F,CNF,TQ,3AC,5,281,0,NA,LB
22,M,WL,TQ,SL,7,1980,11,NA,SL
27,M,WL,GN,SL,11,1624,6,LB,SU
37,F,CNF,TQ,3AC,8,1437,0,NA,SL
46,F,CNF,TQ,3AC,13,1913,0,LB,LB
25,F,RAC,GN,SL,18,1457,7,NA,SL
54,M,CNF,TQ,3AC,10,1227,0,SL,LB
50,F,CNF,LD,2AC,21,1157,0,SL,MB
67,F,WL,TQ,2AC,16,1113,14,UB,SL
24,F,CNF,GN,3AC,2,1118,0,LB,LB
55,M,RAC,TQ,2AC,16,1167,12,NA,SL
47,F,WL,GN,2AC,9,1990,18,UB,SL
62,M,CNF,GN,2AC,16,327,0,NA,LB
40,F,CNF,LD,2AC,10,969,0,LB,LB
23,M,WL,TQ,SL,14,1413,4,NA,SU
54,F,RAC,LD,2AC,7,303,8,NA,SU
36,F,RAC,LD,SL,20,598,19,LB,SU
64,M,CNF,TQ,2AC,7,1363,0,UB,LB
35,F,CNF,LD,3AC,10,1418,0,LB,LB
66,M,CNF,TQ,SL,12,1261,0,LB,LB
24,M,CNF,LD,3AC,0,148,0,NA,SL
53,F,CNF,GN,SL,19,635,0,SL,LB
42,M,CNF,LD,SL,9,1332,0,UB,UB
46,F,CNF,GN,2AC,0,1066,0,LB,LB
41,F,CNF,LD,SL,11,134,0,UB,UB
21,M,RAC,GN,2AC,12,1658,19,UB,SL
59,F,WL,TQ,3AC,23,1203,1,LB,SL
29,M,CNF,TQ,SL,10,1794,0,NA,MB
46,F,CNF,GN,3AC,12,1666,0,LB,LB
19,M,CNF,TQ,3AC,10,1669,0,LB,LB
56,M,RAC,GN,3AC,1,1120,16,LB,SL
56,M,CNF,GN,2AC,16,1528,0,LB,LB
61,F,RAC,LD,2AC,6,1737,8,SL,SU
30,F,WL,TQ,2AC,8,1633,11,NA,SU
41,F,CNF,LD,3AC,6,714,0,SL,MB
